Scenario,dhw_flow_rate,equipment_density,heating_set_point,infiltration,lighting_density,NG_MAPE,NG_CV-RMSE,Elec_MAPE,Elec_CV-RMSE,TOE_MAPE,TOE_CV-RMSE
S1138,8.38e-05,6.25,21,0.3,10.0,0.40000220903457,0.7606367027409194,0.9255043249085944,0.4386889133751052,0.11657047601884057,0.13300589983660413
S1622,0.000111,6.25,20,0.5,7.5,0.22437188339880895,0.3753054536433737,0.6339796543085238,0.3490181288247076,0.10965295628510129,0.13309476576156412
S663,5.65e-05,6.25,22,0.3,10.0,0.3811509152741383,0.5146953749567751,0.9255299402449316,0.4387101578715586,0.1098916273238032,0.13312264449668182
S842,5.65e-05,8.75,21,0.4,7.5,0.484294930854883,0.8314429969022475,0.9241668653917511,0.43848511397693635,0.11536376582093587,0.13312852066731426
S1518,0.000111,5.0,20,0.4,10.0,0.27541111225832704,0.5486664290981478,0.7804177777818061,0.39692432524268634,0.1226353231658795,0.1334956940925624
S1322,8.38e-05,8.75,20,0.5,7.5,0.37702780539588154,0.6586249401038157,0.9206530825288651,0.43752455314754,0.12094208503164844,0.13356122374161275
S1337,8.38e-05,8.75,21,0.3,7.5,0.39997663527283933,0.7603703503543642,0.9266598061683186,0.43901607051200947,0.11740830101557932,0.13356196831451098
S1261,8.38e-05,7.5,22,0.3,5.0,0.23102445826684337,0.23955450375052928,0.4955871785018959,0.2976191513704411,0.09343726498161227,0.1337400452990705
S461,2.93e-05,10.0,22,0.3,5.0,0.47307497249847136,0.6782462257301403,0.7824698121532939,0.39741680978548316,0.11177306870216497,0.13385150998048412
S1237,8.38e-05,7.5,21,0.3,7.5,0.38512979145405707,0.6953306602743677,0.7828152736647596,0.3975590422518071,0.11170088026645042,0.13404737989844462
S1916,0.000111,10.0,20,0.4,5.0,0.27594825103045023,0.5508313358943507,0.7810413503380396,0.39715970671471124,0.1231577049268529,0.13410555588851383
S761,5.65e-05,7.5,22,0.3,5.0,0.3289919537119521,0.3610097776413348,0.49632603819858695,0.2978409741409718,0.1186917440393201,0.13414348593078768
S348,2.93e-05,8.75,21,0.5,10.0,0.5985473376177669,1.096714193305781,1.207521717936629,0.5064450550498915,0.11599575800465599,0.13426470169276197
S644,5.65e-05,6.25,21,0.4,12.5,0.5149564173550668,0.9894986548693786,1.2093061021172087,0.5067369886661486,0.12525696513042198,0.13435096609226113
S1123,8.38e-05,6.25,20,0.5,10.0,0.37843698288428645,0.663799558957629,0.9216669879439244,0.4378547631572708,0.12188677050306836,0.13438872441351238
S149,2.93e-05,6.25,21,0.5,12.5,0.5949607635121793,1.076335116652852,1.2065604877425236,0.5061598027247345,0.11511634680184187,0.1344168191592178
S1038,8.38e-05,5.0,21,0.3,10.0,0.38548492873875784,0.6965330574221897,0.7824703081186284,0.39749812466755263,0.11204120294342028,0.13445102544757503
S1222,8.38e-05,7.5,20,0.5,7.5,0.3619129171695962,0.6041945099211786,0.77843514904359,0.39641996895324294,0.1181944445205131,0.13461561540770067
S466,2.93e-05,10.0,22,0.4,5.0,0.42098067337785255,0.4977452173281451,0.7811683987522046,0.3972288068568574,0.10413867299891305,0.13465176951808136
S1023,8.38e-05,5.0,20,0.5,10.0,0.3593750488824858,0.5960373751455605,0.7778787543776695,0.39622757665522146,0.11790169233506322,0.1346711222494034
S1721,0.000111,7.5,20,0.5,5.0,0.2202673947349598,0.3524587456632809,0.493889784659975,0.29734979922393434,0.11124539266442339,0.1347890889793759
S1421,8.38e-05,10.0,20,0.5,5.0,0.3624143660147219,0.6060329665844617,0.7795647755483608,0.3967716595313826,0.11847228233779455,0.13484762567563782
S1742,0.000111,7.5,21,0.4,7.5,0.21637427425837877,0.3681615622827174,0.7808916309355319,0.39721039753751963,0.11448634972346104,0.1348478640913574
S63,2.93e-05,5.0,22,0.3,10.0,0.4729293548465134,0.6672625852043604,0.7822374935314101,0.3973559812658827,0.11239277996970364,0.1350747086702597
S1162,8.38e-05,6.25,22,0.3,7.5,0.2413586816076414,0.2741347055743579,0.6388489613286829,0.3504133150515718,0.10082960908654776,0.13524395800134903
S1044,8.38e-05,5.0,21,0.4,12.5,0.37050703795832646,0.6394718619420298,1.0649630565640575,0.47422783928135503,0.12490825351835165,0.13535649251405846
S262,2.93e-05,7.5,22,0.3,7.5,0.4748541290639117,0.6760804557265999,0.7831154201836396,0.3976303018494881,0.11205209266026238,0.1354359526866802
S267,2.93e-05,7.5,22,0.4,7.5,0.4204010137452235,0.4946984074541569,0.781328600316806,0.39726943009492865,0.10418797392490893,0.13543751677181926
S1361,8.38e-05,8.75,22,0.3,5.0,0.2419951989889241,0.27479446844678834,0.6402018620019089,0.350761904674349,0.10044743592712096,0.13553930979738144
S843,5.65e-05,8.75,21,0.4,10.0,0.5205709950697307,1.0212578986478236,1.210291971697374,0.5070908818450955,0.12642204462462467,0.13567741302561676
S562,5.65e-05,5.0,22,0.3,7.5,0.32872239434665884,0.3558113277091306,0.49560223839423073,0.2976312394784129,0.11947142229610895,0.13573940229950518
S1638,0.000111,6.25,21,0.3,10.0,0.2687894137483429,0.5332680876610767,0.9241396483776178,0.4382663916217824,0.13546667737748833,0.13575844819313504
S1243,8.38e-05,7.5,21,0.4,10.0,0.36852499060912375,0.6330953435703269,1.0657465947425457,0.47440030965762675,0.12528388179017652,0.1358095000606335
S1941,0.000111,10.0,21,0.4,5.0,0.21469992727855677,0.36299928177206353,0.7810498476543439,0.3971389607820191,0.11498519793709165,0.13588503111694303
S1058,8.38e-05,5.0,22,0.2,10.0,0.3064554952107326,0.46069321918669115,0.7832120569346209,0.39759753983045654,0.11549307543341235,0.1359622726629381
S69,2.93e-05,5.0,22,0.4,12.5,0.45302354631364805,0.6028204777460702,1.06569353282159,0.4744027543789983,0.10230851352995861,0.13601064785958022
S448,2.93e-05,10.0,21,0.5,10.0,0.6168442863767097,1.2136995608056924,1.350691082546921,0.5351546196630407,0.12205660867090451,0.1360193008291516
S1921,0.000111,10.0,20,0.5,5.0,0.2360372802803392,0.42376602023504356,0.7787761555391489,0.3965033112940997,0.11852841104436179,0.13608326049128835
S1522,0.000111,5.0,20,0.5,7.5,0.21968780850922273,0.34553124536849117,0.4924336296673045,0.2969086011450868,0.11155669482928694,0.13620491874699792
S1722,0.000111,7.5,20,0.5,7.5,0.23662779591664107,0.42526005831908703,0.7785423367036087,0.39650846885411484,0.11852918448792982,0.13621098964063466
S1442,8.38e-05,10.0,21,0.4,7.5,0.3678332024063659,0.6305731936255186,1.0661574551080601,0.47449180399875984,0.12546324418583166,0.13625453005113713
S68,2.93e-05,5.0,22,0.4,10.0,0.4197306049078611,0.48952945218178107,0.780725326401507,0.3970379912827859,0.1042309449027225,0.13632948272782697
S249,2.93e-05,7.5,21,0.5,12.5,0.6174283141111636,1.2168184088834222,1.3511865455777212,0.535289315784639,0.12269616035290236,0.13651970056557738
S947,5.65e-05,10.0,21,0.5,7.5,0.45224337248867824,0.7028044926603402,1.0647642933007797,0.47432112538728355,0.11237328740744508,0.1365516920129533
S1517,0.000111,5.0,20,0.4,7.5,0.24212343206564227,0.4461971540546856,0.4940799233351831,0.29738960330005587,0.11632625565822308,0.13659037723187376
S50,2.93e-05,5.0,21,0.5,15.0,0.6145639552450749,1.1973770282747769,1.3498552902950234,0.5349340281748254,0.12186229402312714,0.13659244381880037
S1716,0.000111,7.5,20,0.4,5.0,0.24308454465906745,0.4485697752387239,0.49456600808274914,0.2974481560956123,0.11618376642654021,0.13661750782332818
S467,2.93e-05,10.0,22,0.4,7.5,0.45423209367773315,0.6017094270766048,1.0667069591294054,0.47468148735429727,0.10339749448708356,0.136792972298756
S1543,0.000111,5.0,21,0.4,10.0,0.2123627931478995,0.35513806004185544,0.778898674065197,0.39644780391471673,0.1139736306670588,0.13704491070246866
S268,2.93e-05,7.5,22,0.4,10.0,0.4542924146331999,0.6016217048120904,1.0662297034417654,0.47455230443465296,0.10328280359941629,0.137103336316791
S1523,0.000111,5.0,20,0.5,10.0,0.23545541993624183,0.420061872187306,0.7784561387545833,0.396410392427714,0.11907376868058799,0.13710892801117758
S1837,0.000111,8.75,21,0.3,7.5,0.27272768652866836,0.5470013395353758,0.9262539926654827,0.43896747274031117,0.13729437477598247,0.13731942354203278
S363,2.93e-05,8.75,22,0.3,10.0,0.5248041995678485,0.9394712350217735,1.211486936078928,0.5071910797996877,0.12053930068284206,0.13733834285132984
S1456,8.38e-05,10.0,22,0.2,5.0,0.3117737078921314,0.4798874724245132,0.7859982187988811,0.3985554077058211,0.11666514250524603,0.1374098575162734
S1161,8.38e-05,6.25,22,0.3,5.0,0.2255254883035557,0.21743457984169048,0.3618159343894822,0.24131597072337455,0.10428221613860987,0.1374239692889441
S847,5.65e-05,8.75,21,0.5,7.5,0.4348823073192251,0.6337648776606175,0.9215855176259068,0.4378413545358131,0.11156614845306263,0.13793999302511162
S748,5.65e-05,7.5,21,0.5,10.0,0.44829317602182955,0.6889173931122586,1.064361572085233,0.47415465994301775,0.11263544227839951,0.13818090779159967
S549,5.65e-05,5.0,21,0.5,12.5,0.4479592496519671,0.6875920571343542,1.0635194666965602,0.47392073234469256,0.11228176535361799,0.13820778132947056
S164,2.93e-05,6.25,22,0.3,12.5,0.5249266935737663,0.9360530035989568,1.2112940752872534,0.5071712060423439,0.12105090780198118,0.13828329018965443
S1257,8.38e-05,7.5,22,0.2,7.5,0.30928770076043677,0.46657954462264584,0.7848461932079512,0.398129337588283,0.11692399958625399,0.13829465910212907
S648,5.65e-05,6.25,21,0.5,10.0,0.43170720553367586,0.6189282890845967,0.9200109752361105,0.4372728436480484,0.11093448364899829,0.13919775811367643
S1651,0.000111,6.25,22,0.1,5.0,0.20071801310810158,0.3339449539640883,0.3627965525698181,0.24208897829053108,0.10173758413395188,0.13953071000053432
S447,2.93e-05,10.0,21,0.5,7.5,0.5819628960371769,1.0040454606121696,1.0650934758584873,0.47439109374133687,0.1177716801648692,0.13961094806718435
S1641,0.000111,6.25,21,0.4,5.0,0.19143169730776746,0.26377969380162297,0.3608911996173019,0.24096442247373143,0.10778773110669963,0.13964667123567717
S1039,8.38e-05,5.0,21,0.3,12.5,0.4168709853833273,0.8418412998078468,1.067303660285256,0.4747200995766308,0.1302386999079985,0.1398408566478867
S1024,8.38e-05,5.0,20,0.5,12.5,0.3916720277682661,0.7163893795927212,1.0630310224129036,0.4737538246068495,0.1321729609395843,0.13987176240846713
S1262,8.38e-05,7.5,22,0.3,7.5,0.25418492942968174,0.31876677867640263,0.7826471198159596,0.3975075237823613,0.11514883945781705,0.1400781948018965
S248,2.93e-05,7.5,21,0.5,10.0,0.5798682785059877,0.9930961193095995,1.0643890240672995,0.47418895899230956,0.11764331635871171,0.14009713064123835
S49,2.93e-05,5.0,21,0.5,12.5,0.5801837025586752,0.9942773421053435,1.0642954534314495,0.47415516434973637,0.11777332152486088,0.14021979084517255
S1856,0.000111,8.75,22,0.2,5.0,0.18021240298069185,0.28579158638425034,0.6405511312984293,0.3508540551082653,0.12215955295907473,0.14025676129257642
S1223,8.38e-05,7.5,20,0.5,10.0,0.3934851348085368,0.7243343224744917,1.0641405863996176,0.47412256800019775,0.133362837831732,0.14078894727889413
S763,5.65e-05,7.5,22,0.3,10.0,0.3987077207128657,0.5902084446857079,1.0694156120439773,0.47531619634885736,0.1274565588026808,0.1411759382211311
S1422,8.38e-05,10.0,20,0.5,7.5,0.3966545636352267,0.7376463344179641,1.065805392904229,0.47462600785086206,0.1344650951873355,0.1412363584347
S1238,8.38e-05,7.5,21,0.3,10.0,0.41881582985232235,0.8512930279501468,1.0690549464186403,0.4752287159920639,0.13156107035430717,0.14138113982613587
S1552,0.000111,5.0,22,0.1,7.5,0.21742637276941643,0.3840438428797188,0.5010348041384346,0.299211060089193,0.10986725678830495,0.14162834372404104
S1657,0.000111,6.25,22,0.2,7.5,0.18306854245681517,0.29155113283339246,0.6420752661778867,0.35143313562708167,0.12340499930399879,0.1416310207524363
S1437,8.38e-05,10.0,21,0.3,7.5,0.4184646609892433,0.8495162407178283,1.06962013666825,0.47540366986353844,0.1320544084331443,0.14173766630251888
S1461,8.38e-05,10.0,22,0.3,5.0,0.25606745845495943,0.32001654185848866,0.7834578221199401,0.39777480415094885,0.11670547169705502,0.14183095534577606
S1336,8.38e-05,8.75,21,0.3,5.0,0.3679774876133111,0.6273922221088385,0.6385539537303094,0.35032557739349635,0.11414277172603704,0.1420741403948064
S1817,0.000111,8.75,20,0.4,7.5,0.28920037541353094,0.5986979436049448,0.9225607856929171,0.43795248803038817,0.13789836413546055,0.1420950610289031
S1632,0.000111,6.25,21,0.2,7.5,0.2848815595498727,0.5896561443034927,0.6412329843351979,0.3509991041110715,0.10993097645517698,0.14243190570767358
S1137,8.38e-05,6.25,21,0.3,7.5,0.3682927382385866,0.6285199126104608,0.6389211198939178,0.3504361774044726,0.11440861200150598,0.1425015068565566
S1241,8.38e-05,7.5,21,0.4,5.0,0.3104858891570865,0.4264124394408279,0.49516904533024614,0.2976387256847778,0.11714909828419066,0.14255350109927498
S757,5.65e-05,7.5,22,0.2,7.5,0.41939064969354223,0.6681091455671074,0.7842370981751118,0.3979304481201766,0.10541702602311409,0.14266827354569764
S1042,8.38e-05,5.0,21,0.4,7.5,0.3104629085806366,0.4260825740076663,0.4945404250560838,0.29759888525591727,0.11738726261911313,0.1428148807647573
S848,5.65e-05,8.75,21,0.5,10.0,0.46923764231237824,0.7692438981905273,1.2083733433414972,0.5067086248929947,0.12406975996484888,0.14299742777259739
S1618,0.000111,6.25,20,0.4,10.0,0.2908543790935179,0.6048448339027291,0.9235605594869734,0.4382917262931138,0.13880399013314304,0.14310939613665338
S564,5.65e-05,5.0,22,0.3,12.5,0.3984078605435804,0.5827825714860474,1.0681027649673862,0.47494445598813706,0.12750045649955377,0.14327480760350367
S956,5.65e-05,10.0,22,0.2,5.0,0.4204640295985212,0.6724731544670368,0.7857971008020525,0.39840185194794375,0.10572074752144221,0.14329409289302972
S558,5.65e-05,5.0,22,0.2,10.0,0.4198101886623513,0.6688178879636617,0.7841210529001463,0.39795284205910764,0.10602140766938391,0.14329880226384223
S1321,8.38e-05,8.75,20,0.5,5.0,0.34657634988968516,0.5546439569943367,0.6359117371018533,0.3497812654923965,0.12118785485796864,0.14347532566551444
S649,5.65e-05,6.25,21,0.5,12.5,0.46648932890217515,0.7579917420441185,1.2065605620258115,0.5061738444508007,0.12337998838500862,0.1435699560216294
S962,5.65e-05,10.0,22,0.3,7.5,0.39944859424311896,0.5852934895189192,1.0690712151908857,0.4752247847305334,0.12836145872662288,0.1435903303759644
S1551,0.000111,5.0,22,0.1,5.0,0.18351506036687282,0.2894969404348404,0.25374202305334065,0.19062322947234728,0.10630092146483443,0.1436067304059085
S368,2.93e-05,8.75,22,0.4,10.0,0.4728210027107918,0.6798417074843349,1.2104561760213803,0.5070996389632086,0.11782538225457312,0.14366091664919978
S1122,8.38e-05,6.25,20,0.5,7.5,0.3458242340000226,0.5514637377760088,0.6358014510932637,0.3497077665154426,0.12121938289961125,0.14380733565113868
S742,5.65e-05,7.5,21,0.4,7.5,0.465671862410406,0.7505539171691197,0.7805507731454228,0.3969652889097614,0.12084515043284429,0.1438402588561055
S941,5.65e-05,10.0,21,0.4,5.0,0.46540043787090507,0.7501987454391144,0.7810059187158999,0.39712064621917725,0.12081872381973247,0.14389796747550518
S524,5.65e-05,5.0,20,0.5,12.5,0.5234020664627064,1.0245316755667089,1.0634715915773383,0.47390130504674577,0.1258804993473184,0.1439876569475349
S545,5.65e-05,5.0,21,0.4,15.0,0.5270449153850608,1.0624483869884696,1.3503265016139416,0.53484509468634,0.14218019117094288,0.14399796341874893
S543,5.65e-05,5.0,21,0.4,10.0,0.4662036607820823,0.7527963476458721,0.7800282995106161,0.3968182079698492,0.12094798652862954,0.14408062376693226
S349,2.93e-05,8.75,21,0.5,12.5,0.6305783737643964,1.3122374654502023,1.4928038944762594,0.5605211843143674,0.13500921802242818,0.14421723852332266
S946,5.65e-05,10.0,21,0.5,5.0,0.4228606743222126,0.5825467281735637,0.7791558742884916,0.396682104053259,0.11558821273883259,0.14425180826547768
S1751,0.000111,7.5,22,0.1,5.0,0.21832646910207876,0.38252848862212907,0.5008421693950246,0.29908727828876164,0.11073257818511867,0.1443329470852917
S657,5.65e-05,6.25,22,0.2,7.5,0.39968028780678844,0.5831606651907837,0.6405726176425176,0.3508562918032293,0.1067934546437983,0.14458345476132042
S150,2.93e-05,6.25,21,0.5,15.0,0.6332110983355248,1.3307116530857304,1.4936195422854286,0.5607485043018557,0.13613482199693175,0.1447042654312139
S1056,8.38e-05,5.0,22,0.2,5.0,0.23793767282884737,0.26719431057371895,0.252907921377935,0.19116159910333078,0.1329972678670374,0.14487483643605495
S856,5.65e-05,8.75,22,0.2,5.0,0.3998339436717045,0.5788448794159711,0.6409408097700893,0.3508843963007729,0.10668156599246947,0.14490599987334488
S866,5.65e-05,8.75,22,0.4,5.0,0.31512004962920426,0.3063729705087438,0.6395018857887472,0.3507835274350701,0.1043762907800214,0.14490767746425673
S744,5.65e-05,7.5,21,0.4,12.5,0.5318460004594203,1.091368229088586,1.3520731121396654,0.5353178542761665,0.14324454459213193,0.14498319985117775
S1533,0.000111,5.0,21,0.2,10.0,0.30176272271244065,0.6572857699306204,0.7838506233061956,0.3978003023293952,0.12035134498918475,0.14507693594890997
S624,5.65e-05,6.25,20,0.5,12.5,0.5380175755814597,1.1152528498427776,1.2071514636781433,0.5063411842438102,0.13295865346541327,0.1451934339216048
S1831,0.000111,8.75,21,0.2,5.0,0.28765706436056976,0.6001119519186286,0.6424539443130068,0.3514299176403834,0.1108883249400684,0.14523522208736453
S747,5.65e-05,7.5,21,0.5,7.5,0.4233984048145956,0.5828176937396361,0.7788306573839333,0.39660196055858027,0.11647308998336227,0.14530097037332207
S922,5.65e-05,10.0,20,0.5,7.5,0.5257999450250045,1.0389979396628046,1.0649626631934497,0.4743624676112322,0.12679485669059154,0.14543782112744502
S244,2.93e-05,7.5,21,0.4,12.5,0.6629635652548298,1.5898131470578951,1.352441899867295,0.5354297401638779,0.12762038564134878,0.14547170088892805
S857,5.65e-05,8.75,22,0.2,7.5,0.4354320770994753,0.7456572869819809,0.928728159961773,0.43958067737155554,0.1149735856738343,0.14548947163921225
S1063,8.38e-05,5.0,22,0.3,10.0,0.2526560668015413,0.30869239425596645,0.7809049746904752,0.3969177983785434,0.12015490942683106,0.14564148911368327
S169,2.93e-05,6.25,22,0.4,12.5,0.470309664464416,0.665033900839695,1.2085422807480601,0.5065440776791337,0.11948018908988149,0.14572524773414425
S823,5.65e-05,8.75,20,0.5,10.0,0.541039880798185,1.1351564629848,1.2068777595052766,0.5063059782864957,0.1327609102890606,0.14575980992638926
S1732,0.000111,7.5,21,0.2,7.5,0.30240504828813036,0.6605027826727458,0.7842525653588283,0.3979063873547403,0.1205838057387999,0.14579960867362232
S1621,0.000111,6.25,20,0.5,5.0,0.21419346410883366,0.32047600844603125,0.36130771269194056,0.24105825497511751,0.11818740568878043,0.1458084986630733
S943,5.65e-05,10.0,21,0.4,10.0,0.534009489352781,1.1053835070895048,1.3533112181788134,0.5356531807848762,0.14421561283145054,0.1459939874422077
S723,5.65e-05,7.5,20,0.5,10.0,0.5269146392961058,1.0454932725100623,1.0650061879449446,0.47440343618294034,0.12694318235285076,0.1460114939544449
S1822,0.000111,8.75,20,0.5,7.5,0.24678155685607903,0.46372453969175875,0.9207851128025832,0.4375314727364865,0.13472692919216997,0.146142133905045
S45,2.93e-05,5.0,21,0.4,15.0,0.6638338580206845,1.5953942043149996,1.3528552339947784,0.5355349697361291,0.12842311195911638,0.1461868811549422
